RowNumber;CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Frecuencia de compra Mes;CantidadcompraPromedio;Compra_MasResalizada;#¿NOMBRE?;puede acceder;es activo ;Salario Estimado;Numero De producto;Score;Ternuere;Edad;Suma;75%Salary;;;;;;;;;;;;;;;;;;
126;15627360;Fuller;432;France;Male;42;9;152603,45;1;1;0;110265,24;1;0;7167,2406;9;FALSO;1;1;3;1,00;3,5;2;2;13,5;71672,406;;;;;;;;;;;;;;;;;;
127;15671137;MacDonald;549;France;Female;52;1;0;1;0;1;8636,05;1;6;561,34325;9;VERDADERO;0;3;4;1,00;3,5;3;1;15,5;5613,4325;;;;;;;;;;;;;;;;;;
128;15782688;Piccio;625;Germany;Male;56;0;148507,24;1;1;0;46824,08;1;0;18261,3912;2;FALSO;1;1;3;1,00;2,5;3;1;12,5;30435,652;;;;;;;;;;;;;;;;;;
129;15575492;Kennedy;828;France;Female;41;7;0;2;1;0;171378,77;0;2;22279,2401;5;VERDADERO;0;1;2,5;2,00;2;2,5;2;12;111396,2005;;;;;;;;;;;;;;;;;;
130;15591607;Fernie;770;France;Male;24;9;101827,07;1;1;0;167256,35;0;2;32614,98825;15;VERDADERO;0;1;2,5;1,00;2;2;3;11,5;108716,6275;;;;;;;;;;;;;;;;;;
131;15740404;He;758;France;Female;34;3;0;2;1;1;124226,16;0;6;24224,1012;11;VERDADERO;0;3;3;2,00;2;3;3;16;80747,004;;;;;;;;;;;;;;;;;;
132;15718369;Kaodilinakachukwu;795;Germany;Female;33;9;130862,43;1;1;1;114935,21;0;4;14941,5773;13;VERDADERO;0;3;3;1,00;2;2;3;14;74707,8865;;;;;;;;;;;;;;;;;;
133;15677871;Cocci;687;France;Male;38;9;122570,87;1;1;1;35608,88;0;5;2314,5772;7;VERDADERO;0;3;3,5;1,00;2,5;2;3;15;23145,772;;;;;;;;;;;;;;;;;;
134;15642004;Alekseeva;686;France;Male;25;1;0;2;0;1;16459,37;0;8;5349,29525;6;VERDADERO;0;3;4;2,00;2,5;3;3;17,5;10698,5905;;;;;;;;;;;;;;;;;;
135;15712543;Chinweike;789;Germany;Male;39;7;124828,46;2;1;1;124411,08;0;6;16173,4404;15;VERDADERO;0;3;3;2,00;2;2,5;3;15,5;80867,202;;;;;;;;;;;;;;;;;;
136;15584518;Arthur;589;Germany;Female;50;5;144895,05;2;1;1;34941,23;0;5;6813,53985;5;VERDADERO;0;3;3,5;2,00;2,5;3;1;15;22711,7995;;;;;;;;;;;;;;;;;;
137;15802381;Li;461;Germany;Female;34;5;63663,93;1;0;1;167784,28;0;6;65435,8692;10;VERDADERO;0;3;2,5;1,00;3,5;3;3;16;109059,782;;;;;;;;;;;;;;;;;;
138;15610156;Ma;637;France;Male;40;2;133463,1;1;0;1;93165,34;0;4;30278,7355;10;VERDADERO;0;3;3;1,00;2,5;2,5;2;14;60557,471;;;;;;;;;;;;;;;;;;
139;15594408;Chia;584;Spain;Female;48;2;213146,2;1;1;0;75161,25;1;0;14656,44375;11;FALSO;1;1;3;1,00;2,5;2,5;2;13;48854,8125;;;;;;;;;;;;;;;;;;
140;15640905;Vasin;579;Spain;Female;35;1;129490,36;2;0;1;8590,83;1;8;3350,4237;11;VERDADERO;0;3;4;2,00;2,5;3;3;17,5;5584,0395;;;;;;;;;;;;;;;;;;
141;15698932;Groves;756;Germany;Male;44;10;137452,09;1;1;0;189543,9;0;1;12320,3535;8;VERDADERO;0;1;2,5;1,00;2;2;2;10,5;123203,535;;;;;;;;;;;;;;;;;;
142;15724944;Tien;663;France;Male;34;7;0;2;1;1;180427,24;0;6;23455,5412;5;VERDADERO;0;3;2,5;2,00;2,5;2,5;3;15,5;117277,706;;;;;;;;;;;;;;;;;;
143;15628145;Forwood;682;France;Female;43;5;125851,93;1;1;1;193318,33;0;4;50262,7658;11;VERDADERO;0;3;2;1,00;2,5;3;2;13,5;125656,9145;;;;;;;;;;;;;;;;;;
144;15713483;Greeves;793;Spain;Male;52;2;0;1;1;0;159123,82;1;0;10343,0483;7;FALSO;1;1;2,5;1,00;2;2,5;1;11;103430,483;;;;;;;;;;;;;;;;;;
145;15612350;Taylor;691;France;Female;31;5;40915,55;1;1;0;126213,84;1;0;24611,6988;7;FALSO;1;1;3;1,00;2,5;3;3;14,5;82038,996;;;;;;;;;;;;;;;;;;
146;15800703;Madukwe;485;Spain;Female;21;5;113157,22;1;1;1;54141,5;0;9;3519,1975;13;VERDADERO;0;3;3;1,00;3,5;3;5;18,5;35191,975;;;;;;;;;;;;;;;;;;
147;15705707;Bennelong;635;Spain;Female;29;8;138296,94;2;1;0;141075,51;0;3;45849,54075;15;VERDADERO;0;1;2,5;2,00;2,5;2;3;13;91699,0815;;;;;;;;;;;;;;;;;;
148;15754105;Olisanugo;650;France;Male;37;5;106967,18;1;0;0;24495,03;0;4;3184,3539;4;VERDADERO;0;1;3,5;1,00;2,5;3;3;14;15921,7695;;;;;;;;;;;;;;;;;;
149;15703264;Chukwufumnanya;735;France;Male;44;9;120681,63;1;1;0;74836,34;0;1;19457,4484;13;VERDADERO;0;1;3;1,00;2;2;2;11;48643,621;;;;;;;;;;;;;;;;;;
150;15794413;Harris;416;France;Male;32;0;0;2;0;1;878,87;0;8;228,5062;9;VERDADERO;0;3;4;2,00;3;3;3;18;571,2655;;;;;;;;;;;;;;;;;;
151;15650237;Morgan;754;Spain;Female;32;7;0;2;1;0;89520,75;0;4;5818,84875;5;VERDADERO;0;1;3;2,00;2;2,5;3;13,5;58188,4875;;;;;;;;;;;;;;;;;;
152;15759618;Alexeeva;535;France;Female;48;9;0;1;1;0;149892,79;1;0;9743,03135;8;FALSO;1;1;2,5;1,00;3,5;2;2;13;97430,3135;;;;;;;;;;;;;;;;;;
153;15811589;Metcalfe;716;Spain;Male;42;8;0;2;1;0;180800,42;0;2;70512,1638;15;VERDADERO;0;1;2,5;2,00;2,5;2;2;12;117520,273;;;;;;;;;;;;;;;;;;
154;15689044;Humphries;539;France;Male;37;2;127609,59;1;1;0;98646,22;0;4;19236,0129;15;VERDADERO;0;1;3;1,00;3,5;2,5;3;14;64120,043;;;;;;;;;;;;;;;;;;
155;15709368;Milne;614;France;Female;43;6;0;2;1;1;109041,53;0;5;42526,1967;3;VERDADERO;0;3;3;2,00;2,5;2,5;2;15;70876,9945;;;;;;;;;;;;;;;;;;
156;15679145;Chou;706;Spain;Male;57;7;0;1;1;0;17941,16;1;0;3498,5262;3;FALSO;1;1;4;1,00;2,5;2,5;1;13;11661,754;;;;;;;;;;;;;;;;;;
157;15655007;Li;758;France;Female;33;7;0;2;0;0;82996,47;0;4;5394,77055;12;VERDADERO;0;1;3;2,00;2;2,5;3;13,5;53947,7055;;;;;;;;;;;;;;;;;;
158;15623595;Clayton;586;Spain;Female;28;2;0;2;1;1;92067,35;0;6;23937,511;15;VERDADERO;0;3;3;2,00;2,5;2,5;3;16;59843,7775;;;;;;;;;;;;;;;;;;
159;15589975;Maclean;646;France;Female;73;6;97259,25;1;0;1;104719,66;0;3;34033,8895;6;VERDADERO;0;3;3;1,00;2,5;2,5;1;13;68067,779;;;;;;;;;;;;;;;;;;
160;15804017;Chigolum;631;Germany;Female;33;4;123246,7;1;0;0;112687,57;0;4;7324,69205;4;VERDADERO;0;1;3;1,00;2,5;3;3;13,5;73246,9205;;;;;;;;;;;;;;;;;;
161;15692132;Wilkinson;717;Spain;Female;22;6;101060,25;1;0;1;84699,56;0;7;16516,4142;1;VERDADERO;0;3;3;1,00;2,5;2,5;5;17;55054,714;;;;;;;;;;;;;;;;;;
162;15641122;Wei;684;France;Male;30;2;0;2;1;0;83473,82;0;4;21703,1932;10;VERDADERO;0;1;3;2,00;2,5;2,5;3;14;54257,983;;;;;;;;;;;;;;;;;;
163;15630910;Treacy;800;France;Female;49;7;108007,36;1;0;0;47125,11;0;2;12252,5286;15;VERDADERO;0;1;3;1,00;2;2,5;2;11,5;30631,3215;;;;;;;;;;;;;;;;;;
164;15680772;Hu;721;Spain;Female;36;2;0;2;1;1;106977,8;0;6;27814,228;10;VERDADERO;0;3;3;2,00;2,5;2,5;3;16;69535,57;;;;;;;;;;;;;;;;;;
165;15658929;Taverner;683;Spain;Male;29;0;133702,89;1;1;0;55582,54;1;0;21677,1906;2;FALSO;1;1;3;1,00;2,5;3;3;14,5;36128,651;;;;;;;;;;;;;;;;;;
166;15585388;Sherman;660;Germany;Male;31;9;125189,75;2;1;1;139874,43;0;5;36367,3518;13;VERDADERO;0;3;2,5;2,00;2,5;2;3;15;90918,3795;;;;;;;;;;;;;;;;;;
167;15724623;Taubman;704;Germany;Female;24;7;113034,22;1;1;0;162503,48;1;0;63376,3572;9;FALSO;1;1;2,5;1,00;2,5;2,5;3;13,5;105627,262;;;;;;;;;;;;;;;;;;
168;15588537;Robinson;615;Spain;Female;41;9;109013,23;1;1;0;196499,96;0;1;25544,9948;4;VERDADERO;0;1;2;1,00;2,5;2;2;10,5;127724,974;;;;;;;;;;;;;;;;;;
169;15574692;Pinto;667;Spain;Female;39;2;0;2;1;0;40721,24;1;0;2646,8806;1;FALSO;1;1;3,5;2,00;2,5;2,5;3;15,5;26468,806;;;;;;;;;;;;;;;;;;
170;15611325;Wood;682;Germany;Male;24;9;57929,81;2;0;0;53134,3;0;4;10361,1885;3;VERDADERO;0;1;3;2,00;2,5;2;3;13,5;34537,295;;;;;;;;;;;;;;;;;;
171;15587562;Hawkins;484;France;Female;29;4;130114,39;1;1;0;164017,89;0;4;10661,16285;14;VERDADERO;0;1;2,5;1,00;3,5;3;3;14;106611,6285;;;;;;;;;;;;;;;;;;
172;15613172;Sun;628;Germany;Male;27;5;95826,49;2;1;0;155996,96;0;4;50699,012;2;VERDADERO;0;1;2,5;2,00;2,5;3;3;14;101398,024;;;;;;;;;;;;;;;;;;
173;15651022;Yost;480;Germany;Male;44;10;129608,57;1;1;0;5472,7;1;0;1422,902;7;FALSO;1;1;4;1,00;3,5;2;2;14,5;3557,255;;;;;;;;;;;;;;;;;;
174;15586310;Ting;578;France;Male;30;4;169462,09;1;1;0;112187,11;0;4;43752,9729;5;VERDADERO;0;1;3;1,00;2,5;3;3;13,5;72921,6215;;;;;;;;;;;;;;;;;;
175;15625524;Rowe;512;France;Male;40;5;0;2;1;1;146457,83;0;6;38079,0358;1;VERDADERO;0;3;2,5;2,00;3,5;3;2;16;95197,5895;;;;;;;;;;;;;;;;;;
176;15755209;Fu;484;Spain;Female;35;7;133868,21;1;1;1;27286,1;0;7;5320,7895;2;VERDADERO;0;3;3,5;1,00;3,5;2,5;3;16,5;17735,965;;;;;;;;;;;;;;;;;;
177;15645248;Ho;510;France;Female;30;0;0;2;1;1;130553,47;0;7;16971,9511;2;VERDADERO;0;3;2,5;2,00;3,5;3;3;17;84859,7555;;;;;;;;;;;;;;;;;;
178;15790355;Okechukwu;606;Germany;Male;36;5;190479,48;2;0;0;179351,89;0;4;69947,2371;4;VERDADERO;0;1;2,5;2,00;2,5;3;3;14;116578,7285;;;;;;;;;;;;;;;;;;
179;15762615;Campbell;597;Spain;Female;40;8;101993,12;1;0;1;94774,12;0;4;36961,9068;7;VERDADERO;0;3;3;1,00;2,5;2;2;13,5;61603,178;;;;;;;;;;;;;;;;;;
180;15625426;Ashbolt;754;Germany;Female;55;3;161608,81;1;1;0;8080,85;1;0;2101,021;3;FALSO;1;1;4;1,00;2;3;1;13;5252,5525;;;;;;;;;;;;;;;;;;
181;15716334;Rozier;850;Spain;Female;45;2;122311,21;1;1;1;19482,5;0;4;6331,8125;15;VERDADERO;0;3;4;1,00;1;2,5;2;13,5;12663,625;;;;;;;;;;;;;;;;;;
182;15789669;Hsia;510;France;Male;65;2;0;2;1;1;48071,61;0;5;9373,96395;6;VERDADERO;0;3;3;2,00;3,5;2,5;1;15;31246,5465;;;;;;;;;;;;;;;;;;
183;15621075;Ogbonnaya;778;Germany;Female;45;1;162150,42;2;1;0;174531,27;0;3;68067,1953;6;VERDADERO;0;1;2,5;2,00;2;3;2;12,5;113445,3255;;;;;;;;;;;;;;;;;;
184;15810845;T'ang;636;France;Male;42;2;0;2;1;1;55470,78;0;5;10816,8021;15;VERDADERO;0;3;3;2,00;2,5;2,5;2;15;36056,007;;;;;;;;;;;;;;;;;;
185;15719377;Cocci;804;France;Female;50;4;0;1;1;1;8546,87;1;0;3333,2793;6;FALSO;1;3;4;1,00;2;3;1;15;5555,4655;;;;;;;;;;;;;;;;;;
186;15654506;Chang;514;France;Male;32;8;0;2;1;0;95857,18;0;5;6230,7167;3;VERDADERO;0;1;3;2,00;3,5;2;3;14,5;62307,167;;;;;;;;;;;;;;;;;;
187;15771977;T'ao;730;France;Female;39;1;99010,67;1;1;0;194945,8;0;2;50685,908;4;VERDADERO;0;1;2;1,00;2;3;3;12;126714,77;;;;;;;;;;;;;;;;;;
188;15708710;Ford;525;Spain;Female;37;0;0;1;0;1;131521,72;0;6;8548,9118;9;VERDADERO;0;3;2,5;1,00;3,5;3;3;16;85489,118;;;;;;;;;;;;;;;;;;
189;15726676;Marshall;616;Spain;Male;30;5;0;2;0;1;196108,51;0;6;63735,26575;9;VERDADERO;0;3;2;2,00;2,5;3;3;15,5;127470,5315;;;;;;;;;;;;;;;;;;
190;15587421;Tsai;687;Germany;Female;34;7;111388,18;2;1;0;148564,76;0;4;48283,547;7;VERDADERO;0;1;2,5;2,00;2,5;2,5;3;13,5;96567,094;;;;;;;;;;;;;;;;;;
191;15726931;Onwumelu;715;France;Female;41;8;56214,85;2;0;0;92982,61;1;3;12087,7393;1;VERDADERO;0;1;3;2,00;2,5;2;2;12,5;60438,6965;;;;;;;;;;;;;;;;;;
192;15771086;Graham;512;France;Female;36;3;84327,77;2;1;0;17675,36;0;7;2297,7968;5;VERDADERO;0;1;4;2,00;3,5;3;3;16,5;11488,984;;;;;;;;;;;;;;;;;;
193;15756850;Golovanov;479;France;Male;40;1;0;2;0;0;114996,43;0;5;37373,83975;7;VERDADERO;0;1;3;2,00;3,5;3;2;14,5;74747,6795;;;;;;;;;;;;;;;;;;
194;15702741;Potts;601;France;Male;32;8;93012,89;1;1;0;86957,42;0;3;11304,4646;6;VERDADERO;0;1;3;1,00;2,5;2;3;12,5;56522,323;;;;;;;;;;;;;;;;;;
195;15679200;Crawford;580;Spain;Male;29;9;61710,44;2;1;0;128077,8;0;4;33300,228;14;VERDADERO;0;1;3;2,00;2,5;2;3;13,5;83250,57;;;;;;;;;;;;;;;;;;
196;15594815;Aleshire;807;France;Male;35;3;174790,15;1;1;1;600,36;0;6;117,0702;2;VERDADERO;0;3;4;1,00;2;3;3;16;390,234;;;;;;;;;;;;;;;;;;
197;15635905;Moran;616;Spain;Female;32;6;0;2;1;1;43001,46;0;7;13975,4745;13;VERDADERO;0;3;3,5;2,00;2,5;2,5;3;16,5;27950,949;;;;;;;;;;;;;;;;;;
198;15777892;Samsonova;721;Germany;Male;37;3;107720,64;1;1;1;158591,12;0;5;10308,4228;4;VERDADERO;0;3;2,5;1,00;2,5;3;3;15;103084,228;;;;;;;;;;;;;;;;;;
199;15656176;Jenkins;501;France;Male;57;10;0;2;1;1;47847,19;0;5;6220,1347;4;VERDADERO;0;3;3;2,00;3,5;2;1;14,5;31100,6735;;;;;;;;;;;;;;;;;;
200;15811127;Volkov;521;France;Male;35;6;96423,84;1;1;0;10488,44;0;5;2726,9944;15;VERDADERO;0;1;4;1,00;3,5;2,5;3;15;6817,486;;;;;;;;;;;;;;;;;;
201;15604482;Chiemezie;850;Spain;Male;30;2;141040,01;1;1;1;5978,2;0;5;1165,749;4;VERDADERO;0;3;4;1,00;1;2,5;3;14,5;3885,83;;;;;;;;;;;;;;;;;;
202;15622911;Jude;759;France;Male;42;4;105420,18;1;0;1;121409,06;0;4;39457,9445;9;VERDADERO;0;3;3;1,00;2;3;2;14;78915,889;;;;;;;;;;;;;;;;;;
203;15600974;He;516;Spain;Male;50;5;0;1;0;1;146145,93;1;4;56996,9127;12;VERDADERO;0;3;2,5;1,00;3,5;3;1;14;94994,8545;;;;;;;;;;;;;;;;;;
204;15727868;Onuora;711;France;Female;38;2;129022,06;2;1;1;14374,86;1;0;2803,0977;11;FALSO;1;3;4;2,00;2,5;2,5;3;18;9343,659;;;;;;;;;;;;;;;;;;
205;15627801;Ginikanwa;512;Spain;Male;33;3;176666,62;1;1;0;94670,77;0;5;6153,60005;15;VERDADERO;0;1;3;1,00;3,5;3;3;14,5;61536,0005;;;;;;;;;;;;;;;;;;
206;15773039;Ku;550;France;Male;37;3;0;1;1;1;179670,31;0;5;35035,71045;5;VERDADERO;0;3;2,5;1,00;2,5;3;3;15;116785,7015;;;;;;;;;;;;;;;;;;
207;15755262;McDonald;608;Spain;Female;41;3;89763,84;1;0;0;199304,74;1;2;12954,8081;12;VERDADERO;0;1;2;1,00;2,5;3;2;11,5;129548,081;;;;;;;;;;;;;;;;;;
208;15679531;Collins;618;France;Male;34;5;134954,53;1;1;1;151954,39;0;5;19754,0707;3;VERDADERO;0;3;2,5;1,00;2,5;3;3;15;98770,3535;;;;;;;;;;;;;;;;;;
209;15684181;Hackett;643;France;Male;45;5;0;1;1;0;142513,5;1;0;55580,265;11;FALSO;1;1;2,5;1,00;2,5;3;2;13;92633,775;;;;;;;;;;;;;;;;;;
210;15612087;Dike;671;France;Male;45;2;106376,85;1;0;1;158264,62;0;4;61723,2018;8;VERDADERO;0;3;2,5;1,00;2,5;2,5;2;13,5;102872,003;;;;;;;;;;;;;;;;;;
211;15752047;Trevisano;689;Germany;Male;33;2;161814,64;2;1;0;169381,9;0;4;33029,4705;1;VERDADERO;0;1;2,5;2,00;2,5;2,5;3;13,5;110098,235;;;;;;;;;;;;;;;;;;
212;15624592;Tan;603;France;Male;31;8;0;2;1;1;169915,02;0;5;66266,8578;4;VERDADERO;0;3;2,5;2,00;2,5;2;3;15;110444,763;;;;;;;;;;;;;;;;;;
213;15573152;Glassman;620;France;Female;41;9;0;2;0;0;88852,47;0;3;34652,4633;7;VERDADERO;0;1;3;2,00;2,5;2;2;12,5;57754,1055;;;;;;;;;;;;;;;;;;
214;15594917;Miller;676;France;Female;34;1;63095,01;1;1;1;40645,81;0;6;15851,8659;14;VERDADERO;0;3;3,5;1,00;2,5;3;3;16;26419,7765;;;;;;;;;;;;;;;;;;
215;15785542;Kornilova;572;Germany;Male;26;4;118287,01;2;0;0;60427,3;0;5;15711,098;6;VERDADERO;0;1;3;2,00;2,5;3;3;14,5;39277,745;;;;;;;;;;;;;;;;;;
216;15723488;Watson;668;Germany;Male;47;7;106854,21;1;0;1;157959,02;1;4;61604,0178;15;VERDADERO;0;3;2,5;1,00;2,5;2,5;2;13,5;102673,363;;;;;;;;;;;;;;;;;;
217;15680920;Marchesi;695;France;Male;46;7;49512,55;1;1;0;133007,34;0;2;8645,4771;9;VERDADERO;0;1;2,5;1,00;2,5;2,5;2;11,5;86454,771;;;;;;;;;;;;;;;;;;
218;15786308;Millar;730;Spain;Female;33;9;0;2;0;0;176576,62;0;3;57387,4015;4;VERDADERO;0;1;2,5;2,00;2;2;3;12,5;114774,803;;;;;;;;;;;;;;;;;;
219;15659366;Shih;807;France;Male;43;1;105799,32;2;1;0;34888,04;1;0;6803,1678;3;FALSO;1;1;3,5;2,00;2;3;2;14,5;22677,226;;;;;;;;;;;;;;;;;;
220;15774854;Fuller;592;France;Male;54;8;0;1;1;1;28737,71;1;0;9339,75575;2;FALSO;1;3;3,5;1,00;2,5;2;1;14;18679,5115;;;;;;;;;;;;;;;;;;
221;15725311;Hay;726;France;Female;31;9;114722,05;2;1;1;98178,57;0;6;12763,2141;14;VERDADERO;0;3;3;2,00;2,5;2;3;15,5;63816,0705;;;;;;;;;;;;;;;;;;
222;15787155;Yang;514;Spain;Male;30;7;0;1;0;1;125010,24;0;6;48753,9936;15;VERDADERO;0;3;3;1,00;3,5;2,5;3;16;81256,656;;;;;;;;;;;;;;;;;;
223;15727829;McIntyre;567;France;Male;42;2;0;2;1;1;167984,61;0;5;21837,9993;12;VERDADERO;0;3;2,5;2,00;2,5;2,5;2;14,5;109189,9965;;;;;;;;;;;;;;;;;;
224;15733247;Stevenson;850;France;Male;33;10;0;1;1;0;4861,72;1;0;1896,0708;12;FALSO;1;1;4;1,00;1;2;3;13;3160,118;;;;;;;;;;;;;;;;;;
225;15568748;Poole;671;Germany;Male;45;6;99564,22;1;1;1;108872,45;1;0;42460,2555;7;FALSO;1;3;3;1,00;2,5;2,5;2;15;70767,0925;;;;;;;;;;;;;;;;;;
226;15699029;Bagley;670;France;Male;37;4;170557,91;2;1;0;198252,88;0;4;12886,4372;15;VERDADERO;0;1;2;2,00;2,5;3;3;13,5;128864,372;;;;;;;;;;;;;;;;;;
227;15774393;Ch'ien;694;France;Female;30;9;0;2;1;1;26960,31;0;6;3504,8403;2;VERDADERO;0;3;3,5;2,00;2,5;2;3;16;17524,2015;;;;;;;;;;;;;;;;;;
228;15676895;Cattaneo;547;Germany;Female;39;6;74596,15;3;1;1;85746,52;1;0;11147,0476;1;FALSO;1;3;3;3,00;3,5;2,5;3;19;55735,238;;;;;;;;;;;;;;;;;;
229;15637753;O'Sullivan;751;Germany;Male;50;2;96888,39;1;1;0;77206,25;1;0;5018,40625;11;FALSO;1;1;3;1,00;2;2,5;1;11,5;50184,0625;;;;;;;;;;;;;;;;;;
230;15605461;Lucas;594;Germany;Female;29;3;130830,22;1;1;0;61048,53;0;4;3968,15445;9;VERDADERO;0;1;3;1,00;2,5;3;3;13,5;39681,5445;;;;;;;;;;;;;;;;;;
231;15808473;Ringrose;673;France;Male;72;1;0;2;0;1;111981,19;0;5;7278,77735;10;VERDADERO;0;3;3;2,00;2,5;3;1;14,5;72787,7735;;;;;;;;;;;;;;;;;;
232;15627000;Freeman;610;France;Male;40;0;0;2;1;0;62232,6;0;4;24270,714;10;VERDADERO;0;1;3;2,00;2,5;3;2;13,5;40451,19;;;;;;;;;;;;;;;;;;
233;15787174;Sergeyev;512;France;Female;37;1;0;2;0;1;156105,03;0;7;40587,3078;5;VERDADERO;0;3;2,5;2,00;3,5;3;3;17;101468,2695;;;;;;;;;;;;;;;;;;
234;15723886;Fiore;767;Germany;Male;20;3;119714,25;2;0;1;150135,38;0;8;58552,7982;8;VERDADERO;0;3;2,5;2,00;2;3;5;17,5;97587,997;;;;;;;;;;;;;;;;;;
235;15704769;Smith;585;France;Female;67;5;113978,97;2;0;1;93146,11;0;5;24217,9886;9;VERDADERO;0;3;3;2,00;2,5;3;1;14,5;60544,9715;;;;;;;;;;;;;;;;;;
236;15772896;Dumetochukwu;763;Germany;Male;42;6;100160,75;1;1;0;33462,94;1;0;13050,5466;11;FALSO;1;1;3,5;1,00;2;2,5;2;13;21750,911;;;;;;;;;;;;;;;;;;
237;15711540;Pacheco;712;France;Female;29;2;0;1;1;1;144375;0;5;46921,875;9;VERDADERO;0;3;2,5;1,00;2,5;2,5;3;14,5;93843,75;;;;;;;;;;;;;;;;;;
238;15764866;Synnot;539;Germany;Female;43;3;116220,5;3;1;0;55803,96;1;0;21763,5444;14;FALSO;1;1;3;3,00;3,5;3;2;16,5;36272,574;;;;;;;;;;;;;;;;;;
239;15794056;Johnston;668;France;Female;46;2;0;3;1;0;89048,46;1;0;17364,4497;7;FALSO;1;1;3;3,00;2,5;2,5;2;15;57881,499;;;;;;;;;;;;;;;;;;
240;15795149;Stevens;703;France;Male;28;2;81173,83;2;0;1;162812,16;0;6;42331,1616;1;VERDADERO;0;3;2,5;2,00;2,5;2,5;3;15,5;105827,904;;;;;;;;;;;;;;;;;;
241;15812009;Grant;662;Spain;Male;38;4;0;2;1;0;136259,65;0;4;53141,2635;8;VERDADERO;0;1;2,5;2,00;2,5;3;3;14;88568,7725;;;;;;;;;;;;;;;;;;
242;15651001;Tsao;725;Germany;Female;39;5;116803,8;1;1;0;124052,97;0;4;40317,21525;6;VERDADERO;0;1;3;1,00;2,5;3;3;13,5;80634,4305;;;;;;;;;;;;;;;;;;
243;15813844;Barnes;703;France;Male;37;8;105961,68;2;0;1;74158,8;0;6;19281,288;9;VERDADERO;0;3;3;2,00;2,5;2;3;15,5;48203,22;;;;;;;;;;;;;;;;;;
244;15596175;McIntosh;659;Germany;Male;67;6;117411,6;1;1;1;45071,09;1;0;2929,62085;10;FALSO;1;3;3;1,00;2,5;2,5;1;14;29296,2085;;;;;;;;;;;;;;;;;;
245;15576269;Madison;523;Spain;Male;34;7;0;2;1;0;62030,06;0;5;4031,9539;11;VERDADERO;0;1;3;2,00;3,5;2,5;3;15;40319,539;;;;;;;;;;;;;;;;;;
246;15797219;Ifesinachi;635;France;Female;40;10;123497,58;1;1;0;131953,23;1;0;8576,95995;9;FALSO;1;1;2,5;1,00;2,5;2;2;12;85769,5995;;;;;;;;;;;;;;;;;;
247;15685500;Glazkov;772;Germany;Male;26;7;152400,51;2;1;0;79414;0;4;10323,82;7;VERDADERO;0;1;3;2,00;2;2,5;3;13,5;51619,1;;;;;;;;;;;;;;;;;;
248;15599792;Dimauro;545;France;Female;26;1;0;2;1;1;199638,56;0;7;64882,532;13;VERDADERO;0;3;2;2,00;3,5;3;3;16,5;129765,064;;;;;;;;;;;;;;;;;;
249;15657566;Wieck;634;Germany;Male;24;8;103097,85;1;1;1;157577,29;0;4;40970,0954;15;VERDADERO;0;3;2,5;1,00;2,5;2;3;14;102425,2385;;;;;;;;;;;;;;;;;;
250;15772423;Liao;739;Germany;Male;54;8;126418,14;1;1;0;134420,75;1;0;43686,74375;7;FALSO;1;1;2,5;1,00;2;2;1;10,5;87373,4875;;;;;;;;;;;;;;;;;;
251;15628112;Hughes;771;Germany;Female;36;5;77846,9;1;0;0;99805,99;0;3;19462,16805;15;VERDADERO;0;1;3;1,00;2;3;3;13;64873,8935;;;;;;;;;;;;;;;;;;
252;15753754;Morrison;587;Spain;Female;34;1;0;2;1;1;97932,68;0;7;6365,6242;10;VERDADERO;0;3;3;2,00;2,5;3;3;16,5;63656,242;;;;;;;;;;;;;;;;;;
253;15793726;Matveyeva;681;France;Female;79;0;0;2;0;1;170968,99;0;4;55564,92175;8;VERDADERO;0;3;2,5;2,00;2,5;3;1;14;111129,8435;;;;;;;;;;;;;;;;;;
254;15694717;Ku;544;Germany;Male;37;2;79731,91;1;1;1;57558,95;0;6;22447,9905;11;VERDADERO;0;3;3;1,00;3,5;2,5;3;16;37413,3175;;;;;;;;;;;;;;;;;;
255;15665834;Cheatham;696;Spain;Male;28;8;0;1;0;0;176713,47;0;2;45945,5022;15;VERDADERO;0;1;2,5;1,00;2,5;2;3;12;114863,7555;;;;;;;;;;;;;;;;;;
256;15765297;Yao;766;Spain;Male;41;0;0;2;0;1;34283,23;0;6;2228,40995;12;VERDADERO;0;3;3,5;2,00;2;3;2;15,5;22284,0995;;;;;;;;;;;;;;;;;;
257;15636684;Kirkland;727;France;Male;34;10;0;2;1;1;198637,34;0;5;77468,5626;7;VERDADERO;0;3;2;2,00;2,5;2;3;14,5;129114,271;;;;;;;;;;;;;;;;;;
258;15592979;Rose;671;Germany;Female;34;6;37266,67;2;0;0;156917,12;0;4;50998,064;5;VERDADERO;0;1;2,5;2,00;2,5;2,5;3;13,5;101996,128;;;;;;;;;;;;;;;;;;
259;15750803;Jess;693;France;Female;30;6;127992,25;1;1;1;50457,2;0;5;6559,436;2;VERDADERO;0;3;3;1,00;2,5;2,5;3;15;32797,18;;;;;;;;;;;;;;;;;;
260;15607178;Welch;850;Germany;Male;38;3;54901,01;1;1;1;140075,55;0;4;18209,8215;12;VERDADERO;0;3;2,5;1,00;1;3;3;13,5;91049,1075;;;;;;;;;;;;;;;;;;
